case_id,split,source_path,true_label,true_label_name,pred_label,pred_label_name,prob_abnormal,decision_threshold
train_000017,train,normal_ecg_images/Normal(174).jpg,0,Normal,0,Normal,0.03279034420847893,0.3
train_000018,train,post_mi_history_ecg_images/PMI(43).jpg,1,Abnormal,1,Abnormal,0.9963648915290833,0.3
train_000019,train,normal_ecg_images/Normal(260).jpg,0,Normal,0,Normal,0.21685925126075745,0.3
train_000020,train,abnormal_heartbeat_ecg_images/HB(56).jpg,1,Abnormal,1,Abnormal,0.996173083782196,0.3
train_000021,train,abnormal_heartbeat_ecg_images/HB(2).jpg,1,Abnormal,1,Abnormal,0.9948832988739014,0.3
train_000022,train,post_mi_history_ecg_images/PMI(26).jpg,1,Abnormal,1,Abnormal,0.995498538017273,0.3
train_000023,train,normal_ecg_images/Normal(6).jpg,0,Normal,0,Normal,0.03352183848619461,0.3
train_000024,train,normal_ecg_images/Normal(246).jpg,0,Normal,0,Normal,0.029273763298988342,0.3
train_000025,train,abnormal_heartbeat_ecg_images/HB(107).jpg,1,Abnormal,1,Abnormal,0.9960681200027466,0.3
train_000026,train,abnormal_heartbeat_ecg_images/HB(150).jpg,1,Abnormal,1,Abnormal,0.9955501556396484,0.3
train_000027,train,post_mi_history_ecg_images/PMI(26).jpg,1,Abnormal,1,Abnormal,0.995498538017273,0.3
train_000028,train,myocardial_infarction_ecg_images/MI(82).jpg,1,Abnormal,1,Abnormal,0.9965638518333435,0.3
train_000029,train,post_mi_history_ecg_images/PMI(146).jpg,1,Abnormal,1,Abnormal,0.9953675270080566,0.3
train_000030,train,myocardial_infarction_ecg_images/MI(83).jpg,1,Abnormal,1,Abnormal,0.9953573346138,0.3
train_000031,train,myocardial_infarction_ecg_images/MI(50).jpg,1,Abnormal,1,Abnormal,0.9965113997459412,0.3
train_000032,train,normal_ecg_images/Normal(216).jpg,0,Normal,0,Normal,0.17575885355472565,0.3
train_000033,train,post_mi_history_ecg_images/PMI(66).jpg,1,Abnormal,1,Abnormal,0.9963935017585754,0.3
train_000034,train,normal_ecg_images/Normal(104).jpg,0,Normal,0,Normal,0.029273763298988342,0.3
train_000035,train,post_mi_history_ecg_images/PMI(122).jpg,1,Abnormal,1,Abnormal,0.9944614171981812,0.3
train_000036,train,normal_ecg_images/Normal(205).jpg,0,Normal,0,Normal,0.1679578721523285,0.3
train_000037,train,post_mi_history_ecg_images/PMI(158).jpg,1,Abnormal,1,Abnormal,0.9960094690322876,0.3
train_000038,train,normal_ecg_images/Normal(81).jpg,0,Normal,0,Normal,0.14439523220062256,0.3
train_000039,train,myocardial_infarction_ecg_images/MI(36).jpg,1,Abnormal,1,Abnormal,0.9963253140449524,0.3
train_000040,train,abnormal_heartbeat_ecg_images/HB(228).jpg,1,Abnormal,1,Abnormal,0.9963370561599731,0.3
train_000041,train,normal_ecg_images/Normal(251).jpg,0,Normal,0,Normal,0.06252390146255493,0.3
train_000042,train,normal_ecg_images/Normal(100).jpg,0,Normal,0,Normal,0.08268360048532486,0.3
train_000043,train,myocardial_infarction_ecg_images/MI(190).jpg,1,Abnormal,1,Abnormal,0.99625164270401,0.3
train_000044,train,normal_ecg_images/Normal(86).jpg,0,Normal,0,Normal,0.23614667356014252,0.3
train_000045,train,myocardial_infarction_ecg_images/MI(75).jpg,1,Abnormal,1,Abnormal,0.9963018894195557,0.3
train_000046,train,normal_ecg_images/Normal(51).jpg,0,Normal,0,Normal,0.10161378979682922,0.3
train_000047,train,abnormal_heartbeat_ecg_images/HB(182).jpg,1,Abnormal,1,Abnormal,0.9960902333259583,0.3
train_000048,train,normal_ecg_images/Normal(131).jpg,0,Normal,0,Normal,0.04027004539966583,0.3
train_000049,train,post_mi_history_ecg_images/PMI(1).jpg,1,Abnormal,1,Abnormal,0.9960073828697205,0.3
train_000050,train,normal_ecg_images/Normal(91).jpg,0,Normal,0,Normal,0.0394013486802578,0.3
train_000051,train,normal_ecg_images/Normal(124).jpg,0,Normal,0,Normal,0.11927701532840729,0.3
train_000052,train,normal_ecg_images/Normal(7).jpg,0,Normal,0,Normal,0.11406653374433517,0.3
train_000053,train,post_mi_history_ecg_images/PMI(140).jpg,1,Abnormal,1,Abnormal,0.9959206581115723,0.3
train_000054,train,abnormal_heartbeat_ecg_images/HB(119).jpg,1,Abnormal,1,Abnormal,0.9958946704864502,0.3
train_000055,train,normal_ecg_images/Normal(216).jpg,0,Normal,0,Normal,0.17575885355472565,0.3
train_000056,train,normal_ecg_images/Normal(265).jpg,0,Normal,0,Normal,0.1119912639260292,0.3
train_000057,train,normal_ecg_images/Normal(255).jpg,0,Normal,0,Normal,0.1766526997089386,0.3
train_000058,train,normal_ecg_images/Normal(232).jpg,0,Normal,0,Normal,0.07011142373085022,0.3
train_000059,train,myocardial_infarction_ecg_images/MI(26).jpg,1,Abnormal,1,Abnormal,0.9958765506744385,0.3
train_000060,train,normal_ecg_images/Normal(184).jpg,0,Normal,0,Normal,0.1718524545431137,0.3
train_000061,train,post_mi_history_ecg_images/PMI(160).jpg,1,Abnormal,1,Abnormal,0.9959118366241455,0.3
train_000062,train,normal_ecg_images/Normal(145).jpg,0,Normal,0,Normal,0.05552974343299866,0.3
train_000063,train,myocardial_infarction_ecg_images/MI(151).jpg,1,Abnormal,1,Abnormal,0.9949824810028076,0.3
train_000064,train,abnormal_heartbeat_ecg_images/HB(86).jpg,1,Abnormal,1,Abnormal,0.9969512224197388,0.3
train_000065,train,normal_ecg_images/Normal(95).jpg,0,Normal,0,Normal,0.03904613479971886,0.3
train_000066,train,myocardial_infarction_ecg_images/MI(13).jpg,1,Abnormal,1,Abnormal,0.9957055449485779,0.3
train_000067,train,normal_ecg_images/Normal(136).jpg,0,Normal,0,Normal,0.20495571196079254,0.3
train_000068,train,normal_ecg_images/Normal(51).jpg,0,Normal,0,Normal,0.10161378979682922,0.3
train_000069,train,abnormal_heartbeat_ecg_images/HB(180).jpg,1,Abnormal,1,Abnormal,0.9945234060287476,0.3
train_000070,train,normal_ecg_images/Normal(208).jpg,0,Normal,0,Normal,0.2965887784957886,0.3
train_000071,train,abnormal_heartbeat_ecg_images/HB(126).jpg,1,Abnormal,1,Abnormal,0.9958337545394897,0.3
train_000072,train,abnormal_heartbeat_ecg_images/HB(172).jpg,1,Abnormal,1,Abnormal,0.9967511892318726,0.3
train_000073,train,abnormal_heartbeat_ecg_images/HB(107).jpg,1,Abnormal,1,Abnormal,0.9960681200027466,0.3
train_000074,train,abnormal_heartbeat_ecg_images/HB(15).jpg,1,Abnormal,1,Abnormal,0.9965768456459045,0.3
train_000075,train,normal_ecg_images/Normal(191).jpg,0,Normal,0,Normal,0.09809619188308716,0.3
train_000076,train,post_mi_history_ecg_images/PMI(31).jpg,1,Abnormal,1,Abnormal,0.9948900938034058,0.3
train_000077,train,normal_ecg_images/Normal(33).jpg,0,Normal,0,Normal,0.14026601612567902,0.3
train_000078,train,post_mi_history_ecg_images/PMI(127).jpg,1,Abnormal,1,Abnormal,0.9959100484848022,0.3
train_000079,train,normal_ecg_images/Normal(16).jpg,0,Normal,0,Normal,0.06993284821510315,0.3
train_000080,train,myocardial_infarction_ecg_images/MI(135).jpg,1,Abnormal,1,Abnormal,0.9963018894195557,0.3
train_000081,train,normal_ecg_images/Normal(3).jpg,0,Normal,0,Normal,0.05552974343299866,0.3
train_000082,train,post_mi_history_ecg_images/PMI(134).jpg,1,Abnormal,1,Abnormal,0.9963313937187195,0.3
train_000083,train,normal_ecg_images/Normal(222).jpg,0,Normal,0,Normal,0.06287091970443726,0.3
train_000084,train,normal_ecg_images/Normal(185).jpg,0,Normal,0,Normal,0.12288335710763931,0.3
train_000085,train,post_mi_history_ecg_images/PMI(149).jpg,1,Abnormal,1,Abnormal,0.9964989423751831,0.3
train_000086,train,normal_ecg_images/Normal(72).jpg,0,Normal,0,Normal,0.04538041725754738,0.3
train_000087,train,myocardial_infarction_ecg_images/MI(117).jpg,1,Abnormal,1,Abnormal,0.9960350394248962,0.3
train_000088,train,post_mi_history_ecg_images/PMI(83).jpg,1,Abnormal,1,Abnormal,0.9965957999229431,0.3
train_000089,train,normal_ecg_images/Normal(51).jpg,0,Normal,0,Normal,0.10161378979682922,0.3
train_000090,train,myocardial_infarction_ecg_images/MI(52).jpg,1,Abnormal,1,Abnormal,0.9965638518333435,0.3
train_000091,train,normal_ecg_images/Normal(123).jpg,0,Normal,0,Normal,0.1119912639260292,0.3
train_000092,train,normal_ecg_images/Normal(5).jpg,0,Normal,0,Normal,0.05272376164793968,0.3
train_000093,train,normal_ecg_images/Normal(145).jpg,0,Normal,0,Normal,0.05552974343299866,0.3
train_000094,train,normal_ecg_images/Normal(187).jpg,0,Normal,0,Normal,0.05356274172663689,0.3
train_000095,train,myocardial_infarction_ecg_images/MI(82).jpg,1,Abnormal,1,Abnormal,0.9965638518333435,0.3
train_000096,train,post_mi_history_ecg_images/PMI(65).jpg,1,Abnormal,1,Abnormal,0.9964281916618347,0.3
train_000097,train,myocardial_infarction_ecg_images/MI(32).jpg,1,Abnormal,1,Abnormal,0.9958053827285767,0.3
train_000098,train,normal_ecg_images/Normal(96).jpg,0,Normal,0,Normal,0.05847244709730148,0.3
train_000099,train,normal_ecg_images/Normal(211).jpg,0,Normal,0,Normal,0.041946541517972946,0.3
train_000100,train,normal_ecg_images/Normal(102).jpg,0,Normal,0,Normal,0.04163682088255882,0.3
train_000101,train,myocardial_infarction_ecg_images/MI(56).jpg,1,Abnormal,1,Abnormal,0.9958765506744385,0.3
train_000102,train,post_mi_history_ecg_images/PMI(43).jpg,1,Abnormal,1,Abnormal,0.9963648915290833,0.3
train_000103,train,normal_ecg_images/Normal(37).jpg,0,Normal,0,Normal,0.0732235386967659,0.3
train_000104,train,myocardial_infarction_ecg_images/MI(238).jpg,1,Abnormal,1,Abnormal,0.9966546297073364,0.3
train_000105,train,post_mi_history_ecg_images/PMI(108).jpg,1,Abnormal,1,Abnormal,0.9963219165802002,0.3
train_000106,train,myocardial_infarction_ecg_images/MI(57).jpg,1,Abnormal,1,Abnormal,0.9960350394248962,0.3
train_000107,train,myocardial_infarction_ecg_images/MI(14).jpg,1,Abnormal,1,Abnormal,0.9963292479515076,0.3
train_000108,train,myocardial_infarction_ecg_images/MI(4).jpg,1,Abnormal,1,Abnormal,0.996260404586792,0.3
train_000109,train,normal_ecg_images/Normal(22).jpg,0,Normal,0,Normal,0.14557528495788574,0.3
train_000110,train,normal_ecg_images/Normal(210).jpg,0,Normal,0,Normal,0.03971840441226959,0.3
train_000111,train,normal_ecg_images/Normal(124).jpg,0,Normal,0,Normal,0.11927701532840729,0.3
train_000112,train,post_mi_history_ecg_images/PMI(98).jpg,1,Abnormal,1,Abnormal,0.9964956641197205,0.3
train_000113,train,myocardial_infarction_ecg_images/MI(83).jpg,1,Abnormal,1,Abnormal,0.9953573346138,0.3
train_000114,train,normal_ecg_images/Normal(141).jpg,0,Normal,0,Normal,0.03219690918922424,0.3
train_000115,train,myocardial_infarction_ecg_images/MI(32).jpg,1,Abnormal,1,Abnormal,0.9958053827285767,0.3
train_000116,train,post_mi_history_ecg_images/PMI(8).jpg,1,Abnormal,1,Abnormal,0.9961101412773132,0.3
train_000117,train,post_mi_history_ecg_images/PMI(159).jpg,1,Abnormal,1,Abnormal,0.9965823292732239,0.3
train_000118,train,myocardial_infarction_ecg_images/MI(162).jpg,1,Abnormal,1,Abnormal,0.9965992569923401,0.3
train_000119,train,post_mi_history_ecg_images/PMI(4).jpg,1,Abnormal,1,Abnormal,0.9967297315597534,0.3
train_000120,train,normal_ecg_images/Normal(276).jpg,0,Normal,0,Normal,0.04192466661334038,0.3
train_000121,train,normal_ecg_images/Normal(243).jpg,0,Normal,0,Normal,0.0317334309220314,0.3
train_000122,train,normal_ecg_images/Normal(63).jpg,0,Normal,0,Normal,0.1679578721523285,0.3
train_000123,train,normal_ecg_images/Normal(251).jpg,0,Normal,0,Normal,0.06252390146255493,0.3
train_000124,train,normal_ecg_images/Normal(209).jpg,0,Normal,0,Normal,0.12867917120456696,0.3
train_000125,train,post_mi_history_ecg_images/PMI(164).jpg,1,Abnormal,1,Abnormal,0.9964794516563416,0.3
train_000126,train,myocardial_infarction_ecg_images/MI(26).jpg,1,Abnormal,1,Abnormal,0.9958765506744385,0.3
train_000127,train,myocardial_infarction_ecg_images/MI(231).jpg,1,Abnormal,1,Abnormal,0.9966681599617004,0.3
train_000128,train,normal_ecg_images/Normal(214).jpg,0,Normal,0,Normal,0.04538041725754738,0.3
train_000129,train,normal_ecg_images/Normal(168).jpg,0,Normal,0,Normal,0.039725642651319504,0.3
train_000130,train,post_mi_history_ecg_images/PMI(81).jpg,1,Abnormal,1,Abnormal,0.9966964721679688,0.3
train_000131,train,post_mi_history_ecg_images/PMI(48).jpg,1,Abnormal,1,Abnormal,0.9963313937187195,0.3
train_000132,train,normal_ecg_images/Normal(210).jpg,0,Normal,0,Normal,0.03971840441226959,0.3
train_000133,train,normal_ecg_images/Normal(116).jpg,0,Normal,0,Normal,0.14348694682121277,0.3
train_000134,train,normal_ecg_images/Normal(262).jpg,0,Normal,0,Normal,0.04275623336434364,0.3
train_000135,train,post_mi_history_ecg_images/PMI(77).jpg,1,Abnormal,1,Abnormal,0.9957708716392517,0.3
train_000136,train,normal_ecg_images/Normal(40).jpg,0,Normal,0,Normal,0.09761670976877213,0.3
train_000137,train,normal_ecg_images/Normal(282).jpg,0,Normal,0,Normal,0.07683905959129333,0.3
train_000138,train,myocardial_infarction_ecg_images/MI(75).jpg,1,Abnormal,1,Abnormal,0.9963018894195557,0.3
train_000139,train,normal_ecg_images/Normal(184).jpg,0,Normal,0,Normal,0.1718524545431137,0.3
train_000140,train,myocardial_infarction_ecg_images/MI(73).jpg,1,Abnormal,1,Abnormal,0.9957055449485779,0.3
train_000141,train,abnormal_heartbeat_ecg_images/HB(47).jpg,1,Abnormal,1,Abnormal,0.9956660270690918,0.3
train_000142,train,normal_ecg_images/Normal(236).jpg,0,Normal,0,Normal,0.045209117233753204,0.3
train_000143,train,post_mi_history_ecg_images/PMI(31).jpg,1,Abnormal,1,Abnormal,0.9948900938034058,0.3
train_000144,train,abnormal_heartbeat_ecg_images/HB(24).jpg,1,Abnormal,1,Abnormal,0.9967777132987976,0.3
train_000145,train,myocardial_infarction_ecg_images/MI(194).jpg,1,Abnormal,1,Abnormal,0.9963292479515076,0.3
train_000146,train,abnormal_heartbeat_ecg_images/HB(41).jpg,1,Abnormal,1,Abnormal,0.9958587288856506,0.3
train_000147,train,normal_ecg_images/Normal(81).jpg,0,Normal,0,Normal,0.14439523220062256,0.3
train_000148,train,post_mi_history_ecg_images/PMI(154).jpg,1,Abnormal,1,Abnormal,0.9958606362342834,0.3
train_000149,train,myocardial_infarction_ecg_images/MI(138).jpg,1,Abnormal,1,Abnormal,0.9962802529335022,0.3
train_000150,train,normal_ecg_images/Normal(10).jpg,0,Normal,0,Normal,0.06903871148824692,0.3
train_000151,train,normal_ecg_images/Normal(137).jpg,0,Normal,0,Normal,0.0480940118432045,0.3
train_000152,train,myocardial_infarction_ecg_images/MI(17).jpg,1,Abnormal,1,Abnormal,0.9964679479598999,0.3
train_000153,train,normal_ecg_images/Normal(196).jpg,0,Normal,0,Normal,0.04866186901926994,0.3
train_000154,train,post_mi_history_ecg_images/PMI(73).jpg,1,Abnormal,1,Abnormal,0.9965823292732239,0.3
train_000155,train,normal_ecg_images/Normal(247).jpg,0,Normal,0,Normal,0.04227791726589203,0.3
train_000156,train,normal_ecg_images/Normal(40).jpg,0,Normal,0,Normal,0.09761670976877213,0.3
train_000157,train,post_mi_history_ecg_images/PMI(101).jpg,1,Abnormal,1,Abnormal,0.9966457486152649,0.3
train_000158,train,myocardial_infarction_ecg_images/MI(56).jpg,1,Abnormal,1,Abnormal,0.9958765506744385,0.3
train_000159,train,myocardial_infarction_ecg_images/MI(187).jpg,1,Abnormal,1,Abnormal,0.9965415596961975,0.3
train_000160,train,myocardial_infarction_ecg_images/MI(50).jpg,1,Abnormal,1,Abnormal,0.9965113997459412,0.3
train_000161,train,normal_ecg_images/Normal(57).jpg,0,Normal,0,Normal,0.04722899943590164,0.3
train_000162,train,post_mi_history_ecg_images/PMI(157).jpg,1,Abnormal,1,Abnormal,0.9966424703598022,0.3
train_000163,train,normal_ecg_images/Normal(28).jpg,0,Normal,0,Normal,0.0367501825094223,0.3
train_000164,train,myocardial_infarction_ecg_images/MI(97).jpg,1,Abnormal,1,Abnormal,0.9965415596961975,0.3
train_000165,train,normal_ecg_images/Normal(104).jpg,0,Normal,0,Normal,0.029273763298988342,0.3
train_000166,train,myocardial_infarction_ecg_images/MI(42).jpg,1,Abnormal,1,Abnormal,0.9965992569923401,0.3
train_000167,train,abnormal_heartbeat_ecg_images/HB(157).jpg,1,Abnormal,1,Abnormal,0.9954968690872192,0.3
train_000168,train,post_mi_history_ecg_images/PMI(98).jpg,1,Abnormal,1,Abnormal,0.9964956641197205,0.3
train_000169,train,myocardial_infarction_ecg_images/MI(102).jpg,1,Abnormal,1,Abnormal,0.9965992569923401,0.3
train_000170,train,normal_ecg_images/Normal(69).jpg,0,Normal,0,Normal,0.041946541517972946,0.3
train_000171,train,post_mi_history_ecg_images/PMI(50).jpg,1,Abnormal,1,Abnormal,0.9966080188751221,0.3
train_000172,train,normal_ecg_images/Normal(273).jpg,0,Normal,0,Normal,0.04027004539966583,0.3
train_000173,train,myocardial_infarction_ecg_images/MI(89).jpg,1,Abnormal,1,Abnormal,0.9964849948883057,0.3
train_000174,train,normal_ecg_images/Normal(205).jpg,0,Normal,0,Normal,0.1679578721523285,0.3
train_000175,train,post_mi_history_ecg_images/PMI(72).jpg,1,Abnormal,1,Abnormal,0.9960094690322876,0.3
train_000176,train,post_mi_history_ecg_images/PMI(75).jpg,1,Abnormal,1,Abnormal,0.996600329875946,0.3
train_000177,train,normal_ecg_images/Normal(11).jpg,0,Normal,0,Normal,0.11389646679162979,0.3
train_000178,train,abnormal_heartbeat_ecg_images/HB(103).jpg,1,Abnormal,1,Abnormal,0.9967161417007446,0.3
train_000179,train,normal_ecg_images/Normal(227).jpg,0,Normal,0,Normal,0.16350241005420685,0.3
train_000180,train,myocardial_infarction_ecg_images/MI(12).jpg,1,Abnormal,1,Abnormal,0.9965992569923401,0.3
train_000181,train,normal_ecg_images/Normal(247).jpg,0,Normal,0,Normal,0.04227791726589203,0.3
train_000182,train,normal_ecg_images/Normal(95).jpg,0,Normal,0,Normal,0.03904613479971886,0.3
train_000183,train,normal_ecg_images/Normal(95).jpg,0,Normal,0,Normal,0.03904613479971886,0.3
train_000184,train,abnormal_heartbeat_ecg_images/HB(86).jpg,1,Abnormal,1,Abnormal,0.9969512224197388,0.3
train_000185,train,normal_ecg_images/Normal(151).jpg,0,Normal,0,Normal,0.039385128766298294,0.3
train_000186,train,normal_ecg_images/Normal(42).jpg,0,Normal,0,Normal,0.1718524545431137,0.3
train_000187,train,abnormal_heartbeat_ecg_images/HB(137).jpg,1,Abnormal,1,Abnormal,0.9964783787727356,0.3
train_000188,train,normal_ecg_images/Normal(206).jpg,0,Normal,0,Normal,0.05438984930515289,0.3
train_000189,train,post_mi_history_ecg_images/PMI(18).jpg,1,Abnormal,1,Abnormal,0.9956639409065247,0.3
train_000190,train,normal_ecg_images/Normal(160).jpg,0,Normal,0,Normal,0.029511675238609314,0.3
train_000191,train,abnormal_heartbeat_ecg_images/HB(162).jpg,1,Abnormal,1,Abnormal,0.9967787861824036,0.3
train_000192,train,post_mi_history_ecg_images/PMI(122).jpg,1,Abnormal,1,Abnormal,0.9944614171981812,0.3
train_000193,train,abnormal_heartbeat_ecg_images/HB(55).jpg,1,Abnormal,1,Abnormal,0.996547281742096,0.3
train_000194,train,post_mi_history_ecg_images/PMI(66).jpg,1,Abnormal,1,Abnormal,0.9963935017585754,0.3
train_000195,train,normal_ecg_images/Normal(13).jpg,0,Normal,0,Normal,0.04485742002725601,0.3
train_000196,train,myocardial_infarction_ecg_images/MI(127).jpg,1,Abnormal,1,Abnormal,0.9965415596961975,0.3
train_000197,train,normal_ecg_images/Normal(152).jpg,0,Normal,0,Normal,0.06903871148824692,0.3
train_000198,train,myocardial_infarction_ecg_images/MI(102).jpg,1,Abnormal,1,Abnormal,0.9965992569923401,0.3
train_000199,train,myocardial_infarction_ecg_images/MI(168).jpg,1,Abnormal,1,Abnormal,0.9962802529335022,0.3
train_000200,train,abnormal_heartbeat_ecg_images/HB(44).jpg,1,Abnormal,1,Abnormal,0.9948288798332214,0.3
train_000201,train,normal_ecg_images/Normal(150).jpg,0,Normal,0,Normal,0.03088037483394146,0.3
train_000202,train,myocardial_infarction_ecg_images/MI(83).jpg,1,Abnormal,1,Abnormal,0.9953573346138,0.3
train_000203,train,normal_ecg_images/Normal(191).jpg,0,Normal,0,Normal,0.09809619188308716,0.3
train_000204,train,post_mi_history_ecg_images/PMI(49).jpg,1,Abnormal,1,Abnormal,0.9950962662696838,0.3
train_000205,train,normal_ecg_images/Normal(204).jpg,0,Normal,0,Normal,0.04632016271352768,0.3
train_000206,train,myocardial_infarction_ecg_images/MI(237).jpg,1,Abnormal,1,Abnormal,0.9960350394248962,0.3
train_000207,train,post_mi_history_ecg_images/PMI(81).jpg,1,Abnormal,1,Abnormal,0.9966964721679688,0.3
train_000208,train,abnormal_heartbeat_ecg_images/HB(202).jpg,1,Abnormal,1,Abnormal,0.9955869913101196,0.3
train_000209,train,normal_ecg_images/Normal(56).jpg,0,Normal,0,Normal,0.2848588526248932,0.3
train_000210,train,post_mi_history_ecg_images/PMI(81).jpg,1,Abnormal,1,Abnormal,0.9966964721679688,0.3
train_000211,train,abnormal_heartbeat_ecg_images/HB(13).jpg,1,Abnormal,1,Abnormal,0.9962002635002136,0.3
train_000212,train,normal_ecg_images/Normal(161).jpg,0,Normal,0,Normal,0.05942469835281372,0.3
train_000213,train,normal_ecg_images/Normal(265).jpg,0,Normal,0,Normal,0.1119912639260292,0.3
train_000214,train,normal_ecg_images/Normal(257).jpg,0,Normal,0,Normal,0.0439973883330822,0.3
train_000215,train,normal_ecg_images/Normal(134).jpg,0,Normal,0,Normal,0.04192466661334038,0.3
train_000216,train,normal_ecg_images/Normal(157).jpg,0,Normal,0,Normal,0.13953068852424622,0.3
train_000217,train,normal_ecg_images/Normal(130).jpg,0,Normal,0,Normal,0.028343476355075836,0.3
train_000218,train,abnormal_heartbeat_ecg_images/HB(93).jpg,1,Abnormal,1,Abnormal,0.9962502121925354,0.3
train_000219,train,myocardial_infarction_ecg_images/MI(170).jpg,1,Abnormal,1,Abnormal,0.9965113997459412,0.3
train_000220,train,normal_ecg_images/Normal(225).jpg,0,Normal,0,Normal,0.08160598576068878,0.3
train_000221,train,abnormal_heartbeat_ecg_images/HB(167).jpg,1,Abnormal,1,Abnormal,0.9961848855018616,0.3
train_000222,train,post_mi_history_ecg_images/PMI(42).jpg,1,Abnormal,1,Abnormal,0.9957311749458313,0.3
train_000223,train,abnormal_heartbeat_ecg_images/HB(145).jpg,1,Abnormal,1,Abnormal,0.9912466406822205,0.3
train_000224,train,abnormal_heartbeat_ecg_images/HB(69).jpg,1,Abnormal,1,Abnormal,0.9962536096572876,0.3
train_000225,train,myocardial_infarction_ecg_images/MI(223).jpg,1,Abnormal,1,Abnormal,0.9957055449485779,0.3
train_000226,train,normal_ecg_images/Normal(169).jpg,0,Normal,0,Normal,0.057616833597421646,0.3
train_000227,train,normal_ecg_images/Normal(277).jpg,0,Normal,0,Normal,0.21706746518611908,0.3
train_000228,train,myocardial_infarction_ecg_images/MI(239).jpg,1,Abnormal,1,Abnormal,0.9964849948883057,0.3
train_000229,train,post_mi_history_ecg_images/PMI(43).jpg,1,Abnormal,1,Abnormal,0.9963648915290833,0.3
train_000230,train,post_mi_history_ecg_images/PMI(28).jpg,1,Abnormal,1,Abnormal,0.9938459992408752,0.3
train_000231,train,abnormal_heartbeat_ecg_images/HB(225).jpg,1,Abnormal,1,Abnormal,0.9962676167488098,0.3
train_000232,train,normal_ecg_images/Normal(141).jpg,0,Normal,0,Normal,0.03219690918922424,0.3
train_000233,train,abnormal_heartbeat_ecg_images/HB(47).jpg,1,Abnormal,1,Abnormal,0.9956660270690918,0.3
train_000234,train,normal_ecg_images/Normal(248).jpg,0,Normal,0,Normal,0.05070793256163597,0.3
train_000235,train,normal_ecg_images/Normal(124).jpg,0,Normal,0,Normal,0.11927701532840729,0.3
train_000236,train,abnormal_heartbeat_ecg_images/HB(221).jpg,1,Abnormal,1,Abnormal,0.9957171082496643,0.3
train_000237,train,abnormal_heartbeat_ecg_images/HB(41).jpg,1,Abnormal,1,Abnormal,0.9958587288856506,0.3
train_000238,train,myocardial_infarction_ecg_images/MI(159).jpg,1,Abnormal,1,Abnormal,0.9962549209594727,0.3
train_000239,train,myocardial_infarction_ecg_images/MI(209).jpg,1,Abnormal,1,Abnormal,0.9964849948883057,0.3
train_000240,train,myocardial_infarction_ecg_images/MI(109).jpg,1,Abnormal,1,Abnormal,0.9966817498207092,0.3
train_000241,train,normal_ecg_images/Normal(151).jpg,0,Normal,0,Normal,0.039385128766298294,0.3
train_000242,train,abnormal_heartbeat_ecg_images/HB(22).jpg,1,Abnormal,1,Abnormal,0.9956281185150146,0.3
train_000243,train,normal_ecg_images/Normal(229).jpg,0,Normal,0,Normal,0.030841898173093796,0.3
train_000244,train,normal_ecg_images/Normal(131).jpg,0,Normal,0,Normal,0.04027004539966583,0.3
train_000245,train,normal_ecg_images/Normal(220).jpg,0,Normal,0,Normal,0.05951598286628723,0.3
train_000246,train,abnormal_heartbeat_ecg_images/HB(227).jpg,1,Abnormal,1,Abnormal,0.9967041611671448,0.3
train_000247,train,normal_ecg_images/Normal(269).jpg,0,Normal,0,Normal,0.04020937159657478,0.3
